START,n_0,C_min,Npred_0,Cpred_min,n_1,C_max,Npred_1,Cpred_max,n_geom,C_avg,Cpred_avg,n_v,Calign_min,n_u,Calign_max,n_a,Cbound_min,n_b,Cbound_max
(13#)203/2,3053924,2.607868,3063059,2.657906,3048045,10.63113876,3048045,10.69130618,3055543,4.021989996,4.026136261,3048047,2.583540,3048045,10.82639085,3048047,2.480516,3048045,10.87018329
(17#)6,3066709,2.591466,3078073,2.657900,3063060,10.97601074,3063060,10.99674671,3070558,4.022978861,4.026162876,3063083,2.583735,3063060,11.13160093,3063083,2.480861,3063060,11.18237025
(13#)205/2,3092806,2.597068,3093071,2.657894,3078075,10.60622176,3078075,10.57377076,3085573,4.023209995,4.026151563,3078109,2.583928,3078075,10.70814472,3078109,2.481202,3078075,10.75204014
(13#)103,3107012,2.604617,3108103,2.657888,3093090,10.41372828,3093090,10.41147647,3100588,4.022642843,4.026077260,3093113,2.584118,3093090,10.54549978,3093113,2.481539,3093090,10.58932413
(13#)207/2,3115766,2.600286,3123091,2.657882,3108105,10.80789882,3108105,10.80030273,3115603,4.022253902,4.026107639,3108109,2.584307,3108105,10.93397876,3108109,2.481873,3108105,10.95872425
(13#)104,3127703,2.602558,3138131,2.657876,3123120,10.24817032,3123120,10.30935662,3130618,4.023477576,4.026113374,3123137,2.584495,3123120,10.44268795,3123137,2.482204,3123120,10.48637223
(13#)209/2,3144191,2.605823,3153149,2.657870,3138135,10.91677153,3138135,10.91576497,3145633,4.023331036,4.026098447,3138137,2.584681,3138135,11.04876076,3138137,2.482532,3138135,11.08775120
(13#)105,3159916,2.603373,3168119,2.657864,3161235,10.56250026,3161235,10.56021253,3160648,4.023980731,4.026090121,3153169,2.584865,3161235,10.68994281,3153169,2.482857,3161235,10.70418505
(13#)211/2,3177964,2.601562,3183179,2.657858,3168165,10.37359468,3182025,10.37664789,3175663,4.023639305,4.026069685,3168167,2.585047,3182025,10.50579912,3168167,2.483178,3182025,10.54321753
(13#)106,3192643,2.602437,3198191,2.657852,3183180,10.52783316,3183180,10.51140769,3190678,4.023499978,4.026056572,3183197,2.585228,3183180,10.64339089,3183197,2.483497,3183180,10.68680305
(13#)213/2,3201973,2.598668,3213163,2.657847,3198195,10.51305617,3198195,10.45865200,3205693,4.023287949,4.026060444,3198197,2.585408,3198195,10.59030544,3198197,2.483813,3198195,10.63365120
(13#)107,3226558,2.596537,3228223,2.657841,3213210,10.37266404,3213210,10.40740341,3220708,4.023018981,4.026050331,3213233,2.585586,3213210,10.53872985,3213233,2.484126,3213210,10.58200983
(13#)215/2,3235957,2.604722,3243239,2.657835,3228225,10.51426418,3228225,10.56064191,3235723,4.023411058,4.026020749,3228227,2.585762,3228225,10.69164420,3228227,2.484435,3228225,10.73485902
(13#)108,3245252,2.608783,3258247,2.657830,3247860,10.32127599,3243240,10.30917579,3250738,4.023684769,4.026050324,3243271,2.585937,3243240,10.43985661,3243271,2.484743,3243240,10.48300688
(13#)217/2,3260314,2.604682,3273269,2.657824,3258255,10.63289176,3258255,10.66464178,3265753,4.024433214,4.026011597,3258293,2.586110,3258255,10.79500391,3258293,2.485047,3258255,10.83807051
(13#)109,3275093,2.605763,3288269,2.657818,3273270,10.42147829,3273270,10.40547889,3280768,4.024825546,4.026014775,3273287,2.586282,3273270,10.53552495,3273287,2.485348,3273270,10.57854795
(13#)219/2,3290396,2.600457,3303281,2.657813,3288285,10.46733007,3288285,10.45430876,3295783,4.025163069,4.025989928,3288317,2.586453,3288285,10.58404144,3288317,2.485647,3288285,10.62700170
(13#)110,3317926,2.603487,3318307,2.657807,3303300,10.29757122,3303300,10.30908822,3310798,4.025576041,4.026003597,3303319,2.586621,3303300,10.43851009,3303319,2.485943,3303300,10.48140818
(17#)13/2,3326234,2.605172,3333313,2.657802,3318315,11.01294885,3318315,10.99633771,3325814,4.026634724,4.026007371,3318319,2.586789,3318315,11.12557762,3318319,2.486236,3318315,11.17292155
(13#)111,3341761,2.604131,3348307,2.657796,3333330,10.55061401,3333330,10.60358935,3340829,4.025845705,4.025967162,3333331,2.586955,3333330,10.73239736,3333331,2.486526,3333330,10.77517251
(13#)223/2,3354079,2.597185,3363343,2.657790,3357585,10.69622273,3357585,10.67285814,3355844,4.025361133,4.025977022,3348349,2.587120,3357585,10.79844870,3348349,2.486814,3357585,10.81993541
(13#)112,3364727,2.596771,3378373,2.657785,3377220,10.31388045,3377220,10.32574548,3370859,4.025149151,4.025937877,3363389,2.587284,3377220,10.45094001,3363389,2.487100,3377220,10.48903730
(13#)225/2,3380669,2.605672,3393373,2.657780,3378375,10.33009151,3378375,10.30898128,3385874,4.025508021,4.025994187,3378377,2.587445,3378375,10.43688729,3378377,2.487383,3378375,10.47948309
(13#)113,3395806,2.609983,3408389,2.657774,3393390,10.44584354,3393390,10.40183382,3400889,4.025094889,4.025940303,3393409,2.587606,3393390,10.52944402,3393409,2.487663,3393390,10.57198102
(13#)227/2,3411274,2.603699,3423419,2.657769,3416490,10.41346259,3416490,10.45316826,3415904,4.024891933,4.025890045,3408407,2.587766,3416490,10.57759461,3408407,2.487941,3416490,10.61549690
(13#)114,3434458,2.611137,3438419,2.657763,3423420,10.87527753,3423420,10.91532538,3430919,4.025329574,4.025970487,3423457,2.587924,3423420,11.04235703,3423457,2.488217,3423420,11.07868191
(13#)229/2,3439621,2.611954,3453409,2.657758,3438435,10.39902949,3438435,10.35431131,3445934,4.025256631,4.025893727,3438439,2.588081,3438435,10.48104841,3438439,2.488489,3438435,10.52341219
(13#)115,3464267,2.603425,3468463,2.657753,3453450,10.76513947,3453450,10.79977602,3460949,4.024572236,4.025943016,3453451,2.588236,3453450,10.92622692,3453451,2.488760,3453450,10.94953378
(13#)231/2,3479059,2.604518,3483463,2.657748,3468465,10.24768094,3468465,10.30885657,3475964,4.025483918,4.025898051,3468481,2.588391,3468465,10.43502317,3468481,2.489028,3468465,10.47727406
(13#)116,3489916,2.613878,3498493,2.657742,3483480,10.70311486,3483480,10.69064479,3490979,4.025757584,4.025894708,3483481,2.588544,3483480,10.81652951,3483481,2.489294,3483480,10.85847673
(13#)233/2,3502439,2.610699,3513491,2.657737,3498495,10.35124632,3498495,10.35344261,3505994,4.025792507,4.025925527,3498503,2.588696,3498495,10.47904772,3498503,2.489557,3498495,10.52118774
(13#)117,3515401,2.612171,3528521,2.657732,3527160,10.50300547,3527160,10.47856878,3521009,4.025959630,4.025839005,3513511,2.588846,3527160,10.59125710,3513511,2.489818,3527160,10.61553592
(13#)235/2,3539002,2.606307,3543523,2.657727,3528525,10.54663767,3528525,10.53785931,3536024,4.026583556,4.025889525,3528533,2.588996,3528525,10.66291171,3528533,2.490078,3528525,10.70494284
(13#)118,3553097,2.606045,3558553,2.657722,3543540,10.48450052,3543540,10.48961064,3551039,4.026294796,4.025855803,3543569,2.589144,3543540,10.61438990,3543569,2.490335,3543540,10.65636731
(13#)237/2,3561149,2.602978,3573529,2.657716,3558555,10.47067543,3558555,10.44261502,3566054,4.026264792,4.025840385,3558587,2.589291,3558555,10.56712331,3558587,2.490589,3558555,10.60904747
(17#)7,3576721,2.610207,3588527,2.657711,3573570,11.04745022,3573570,10.99596328,3581069,4.025996639,4.025865505,3573599,2.589437,3573570,11.12032868,3573599,2.490841,3573570,11.16468116
(13#)239/2,3591949,2.611007,3603583,2.657706,3588585,10.35399839,3588585,10.35219242,3596084,4.026232476,4.025873447,3588589,2.589582,3588585,10.47616498,3588589,2.491091,3588585,10.51798406
(13#)120,3616831,2.603235,3618583,2.657701,3612840,10.55040123,3612840,10.55956272,3611099,4.025819532,4.025810341,3603619,2.589726,3612840,10.68037857,3603619,2.491339,3612840,10.69559594
(13#)241/2,3633412,2.606239,3633583,2.657696,3618615,10.34722822,3632475,10.36754503,3626114,4.025635009,4.025819391,3618631,2.589868,3632475,10.48801935,3618631,2.491585,3632475,10.52685793
(13#)121,3644584,2.609578,3648643,2.657691,3633630,10.28851749,3633630,10.30863711,3641129,4.026287070,4.025834015,3633647,2.590010,3633630,10.43182136,3633647,2.491829,3633630,10.47348624
(13#)243/2,3658834,2.606500,3663659,2.657686,3652110,10.42064524,3652110,10.42710307,3656144,4.025212531,4.025815102,3648647,2.590150,3652110,10.54723940,3648647,2.492071,3652110,10.58610949
(13#)122,3675767,2.603042,3678671,2.657681,3663660,10.47294166,3663660,10.48332036,3671159,4.025038098,4.025796370,3663661,2.590290,3663660,10.60598902,3663661,2.492310,3663660,10.64755333
(13#)245/2,3682709,2.606978,3693689,2.657676,3678675,10.29493285,3678675,10.30857915,3686174,4.024867300,4.025811225,3678683,2.590428,3678675,10.43099295,3678683,2.492548,3678675,10.47250763
(13#)123,3704819,2.596930,3708697,2.657671,3693690,10.58797159,3693690,10.57288217,3701189,4.024305837,4.025768585,3693691,2.590565,3693690,10.69504298,3693691,2.492784,3693690,10.73650845
(13#)247/2,3722221,2.602626,3723719,2.657667,3708705,10.90291140,3708705,10.91492586,3716204,4.023866840,4.025797619,3708709,2.590702,3708705,11.03684147,3708709,2.493018,3708705,11.07086389
(13#)124,3735406,2.608630,3738733,2.657662,3723720,10.69851262,3730650,10.67234333,3731219,4.023308752,4.025772701,3723721,2.590837,3730650,10.79116624,3723721,2.493249,3723720,10.82699739
(13#)249/2,3753443,2.600434,3753721,2.657657,3738735,10.47056816,3738735,10.43576869,3746234,4.023062701,4.025757400,3738743,2.590971,3738735,10.55718186,3738743,2.493479,3738735,10.59850227
(13#)125,3760034,2.593551,3768731,2.657652,3753750,10.35948210,3753750,10.30848454,3761250,4.022751086,4.025786972,3753751,2.591104,3753750,10.42965215,3753751,2.493707,3753750,10.47092503
(13#)251/2,3783313,2.604192,3783739,2.657647,3768765,10.35626435,3768765,10.34986532,3776265,4.021921762,4.025755852,3768769,2.591236,3768765,10.47078922,3768769,2.493933,3768765,10.51201498
(13#)126,3797879,2.598422,3798793,2.657642,3783780,10.30724480,3783780,10.30844719,3791280,4.021418099,4.025728164,3783797,2.591368,3783780,10.42912913,3783797,2.494158,3783780,10.47030816
(13#)253/2,3801443,2.606210,3813773,2.657638,3798795,10.76684901,3798795,10.79930623,3806295,4.022916147,4.025728769,3798829,2.591498,3798795,10.91974822,3798829,2.494380,3798795,10.94185599
(13#)127,3822034,2.613491,3828821,2.657633,3813810,10.39862013,3813810,10.39087761,3821310,4.023120153,4.025734943,3813811,2.591627,3813810,10.51108095,3813811,2.494600,3813810,10.55216773
(17#)15/2,3834151,2.598408,3843823,2.657628,3828825,10.97315576,3828825,10.99561811,3836325,4.022357090,4.025742917,3828857,2.591756,3828825,11.11571075,3828857,2.494820,3828825,11.15742380
(13#)128,3853924,2.606403,3858851,2.657624,3843840,10.34050310,3843840,10.30837365,3851340,4.021703285,4.025707204,3843841,2.591883,3843840,10.42810530,3843841,2.495036,3843840,10.46910139
(13#)257/2,3858931,2.597507,3873847,2.657619,3858855,10.29126309,3858855,10.34878038,3866355,4.020878111,4.025695759,3858859,2.592010,3858855,10.46827877,3858859,2.495251,3858855,10.50923008
(13#)129,3883478,2.594628,3888851,2.657614,3873870,10.55245243,3873870,10.55976030,3881370,4.021217126,4.025708281,3873871,2.592135,3873870,10.67902705,3873871,2.495465,3873870,10.71993396
(13#)259/2,3891541,2.606291,3903899,2.657610,3888885,10.52086308,3888885,10.60284283,3896385,4.020545431,4.025724369,3888887,2.592260,3888885,10.72187963,3888887,2.495677,3888885,10.76274218
(13#)130,3912628,2.602100,3918913,2.657605,3903900,10.30940760,3903900,10.30830140,3911400,4.020509227,4.025655871,3903901,2.592384,3903900,10.42710986,3903901,2.495887,3903900,10.46792909
(13#)261/2,3927556,2.600320,3933929,2.657600,3918915,10.68160331,3918915,10.69007182,3926415,4.021378411,4.025682152,3918919,2.592506,3918915,10.80865360,3918919,2.496095,3918915,10.84918017
(13#)131,3936293,2.599760,3948911,2.657596,3933930,10.40258705,3933930,10.38817487,3941430,4.022973597,4.025710362,3933959,2.592629,3933930,10.50653152,3933959,2.496302,3933930,10.54726452
(13#)263/2,3961283,2.606488,3963959,2.657591,3948945,10.32640634,3948945,10.34774332,3956445,4.024138896,4.025661407,3948953,2.592750,3948945,10.46587649,3948953,2.496507,3948945,10.50656691
(13#)132,3974746,2.609044,3978971,2.657587,3968055,10.49543961,3968055,10.47800816,3971460,4.023653427,4.025646425,3963977,2.592870,3968055,10.58419269,3963977,2.496710,3968055,10.60846160
(13#)265/2,3992123,2.608902,3993959,2.657582,3978975,10.49410214,3978975,10.51033468,3986475,4.023143571,4.025647997,3978979,2.592989,3978975,10.62802551,3978979,2.496912,3978975,10.66863185
(13#)133,3996758,2.606043,4009003,2.657578,3993990,10.89300591,3993990,10.91455989,4001490,4.022604117,4.025649903,3993991,2.593108,3993990,11.03203773,3993991,2.497112,3993990,11.06404739
(13#)267/2,4015034,2.596429,4024003,2.657573,4009005,10.41450221,4009005,10.42666285,4016505,4.023048883,4.025660773,4009007,2.593226,4009005,10.54391750,4009007,2.497310,4009005,10.58444113
(13#)134,4034477,2.610102,4039019,2.657569,4037880,10.49579641,4037880,10.48139085,4031520,4.022068500,4.025648833,4024021,2.593343,4037880,10.59538682,4024021,2.497507,4024020,10.62426932
(13#)269/2,4047991,2.608708,4054033,2.657564,4039035,10.32063922,4039035,10.34675067,4046535,4.021831044,4.025610692,4039037,2.593459,4039035,10.46357516,4039037,2.497703,4039035,10.50401743
(13#)135,4060838,2.605187,4069063,2.657560,4064445,10.55721084,4064445,10.55899975,4061550,4.021517114,4.025614626,4054069,2.593574,4064445,10.67273708,4054069,2.497897,4064445,10.68881480
(13#)271/2,4069376,2.607269,4084079,2.657556,4069065,10.35030705,4081770,10.34991257,4076565,4.021795132,4.025593782,4069073,2.593689,4081770,10.46328981,4069073,2.498089,4081770,10.50603196
(17#)8,4087942,2.607185,4099093,2.657551,4084080,10.94251090,4084080,10.99529819,4091580,4.021709117,4.025627392,4084081,2.593802,4084080,11.11161446,4084081,2.498280,4084080,11.15097777
(13#)273/2,4099112,2.611193,4114087,2.657547,4103715,10.66377437,4103715,10.67188411,4106595,4.022358141,4.025602514,4099133,2.593916,4103715,10.78507962,4099133,2.498470,4103715,10.80532472
(13#)137,4115572,2.602570,4129109,2.657543,4114110,10.39567622,4114110,10.38441425,4121610,4.022141590,4.025603129,4114133,2.594028,4114110,10.50018887,4114133,2.498657,4114110,10.54043352
(13#)275/2,4131313,2.600695,4144121,2.657538,4129125,10.31472381,4129125,10.30804143,4136625,4.021850158,4.025572017,4129129,2.594139,4129125,10.42361036,4129129,2.498843,4129125,10.46381646
(13#)138,4154263,2.606322,4159153,2.657534,4144140,10.79117189,4144140,10.79888292,4151640,4.021579950,4.025596547,4144159,2.594250,4144140,10.91424772,4144159,2.499029,4144140,10.93533979
(13#)277/2,4161457,2.607097,4174151,2.657530,4159155,10.32058642,4159155,10.34549158,4166655,4.021655998,4.025590948,4159187,2.594360,4159155,10.46065324,4159187,2.499212,4159155,10.50078314
(13#)139,4186967,2.607727,4189183,2.657525,4174170,10.38252337,4174170,10.38323218,4181670,4.022005792,4.025540846,4174171,2.594468,4174170,10.49819223,4174171,2.499394,4174170,10.53828450
(13#)279/2,4197376,2.593242,4204169,2.657521,4189185,10.68496585,4189185,10.66342222,4196685,4.023350912,4.025583838,4189187,2.594577,4189185,10.77818204,4189187,2.499575,4189185,10.81821702
(13#)140,4208627,2.613973,4219211,2.657517,4204200,10.30876436,4204200,10.30795826,4211700,4.023509256,4.025543881,4204223,2.594685,4204200,10.42251916,4204223,2.499754,4204200,10.46253707
(13#)281/2,4222718,2.607053,4234229,2.657513,4219215,10.32718690,4219215,10.34488787,4226715,4.023617649,4.025544191,4219217,2.594792,4219215,10.45925119,4219217,2.499932,4219215,10.49923237
(13#)141,4242659,2.608260,4249241,2.657508,4234230,10.54917717,4234230,10.53699058,4241730,4.023122790,4.025532232,4234247,2.594898,4234230,10.65115759,4234247,2.500109,4234230,10.69110234
(13#)283/2,4254164,2.607386,4264259,2.657504,4260795,10.42528304,4260795,10.42637830,4256745,4.022150162,4.025532551,4249249,2.595003,4260795,10.53747225,4249249,2.500284,4260795,10.57803136
(13#)142,4270639,2.603665,4279267,2.657500,4264260,10.43824882,4264260,10.45728274,4271760,4.021855956,4.025563561,4264261,2.595108,4264260,10.57106106,4264261,2.500458,4264260,10.61093380
(13#)285/2,4280083,2.607170,4294259,2.657496,4279275,10.94166570,4279275,10.91422253,4286775,4.021520777,4.025520402,4279283,2.595212,4279275,11.02781429,4279283,2.500630,4279275,11.05804636
(13#)143,4298422,2.609440,4309297,2.657492,4294290,10.30134765,4294290,10.30786081,4301790,4.021182097,4.025503467,4294313,2.595316,4294290,10.42125550,4294313,2.500802,4294290,10.46105739
(13#)287/2,4323628,2.609173,4324303,2.657488,4309305,10.56712859,4309305,10.57214850,4316805,4.020851456,4.025522579,4309309,2.595419,4309305,10.68535326,4309309,2.500971,4309305,10.72512014
(13#)144,4333132,2.610882,4339333,2.657484,4324320,10.26549522,4324320,10.30782876,4331820,4.020751812,4.025497232,4324321,2.595521,4324320,10.42084479,4324321,2.501140,4324320,10.46057695
(17#)17/2,4342687,2.606964,4354349,2.657480,4339335,10.96883103,4339335,10.99500038,4346836,4.021091658,4.025487939,4339337,2.595622,4339335,11.10795507,4339337,2.501307,4339335,11.14521012
(13#)145,4354381,2.614402,4369349,2.657475,4354350,10.69680869,4354350,10.68956735,4361851,4.021014181,4.025506174,4354367,2.595723,4354350,10.80220962,4354367,2.501474,4354350,10.84162194
(13#)291/2,4372499,2.601775,4384379,2.657471,4369365,10.36607529,4369365,10.41628427,4376866,4.021238895,4.025461109,4369381,2.595823,4369365,10.52874146,4369381,2.501639,4369365,10.56837110
(13#)146,4392541,2.607219,4399363,2.657467,4384380,10.45790658,4384380,10.45294533,4391881,4.021744801,4.025516169,4384433,2.595923,4384380,10.56521861,4384433,2.501803,4384380,10.60481460
(13#)293/2,4400353,2.604258,4414379,2.657463,4408950,10.48962189,4408950,10.47751456,4406896,4.022721394,4.025480302,4399397,2.596021,4408950,10.57841081,4399397,2.501964,4408950,10.60273458
(13#)147,4416868,2.603212,4429417,2.657459,4414410,10.31415798,4414410,10.30773436,4421911,4.022041120,4.025432457,4414411,2.596120,4414410,10.41964334,4414411,2.502126,4414410,10.45917285
(13#)295/2,4441462,2.609455,4444409,2.657455,4429425,10.46649597,4429425,10.48855600,4436926,4.022182729,4.025458723,4429427,2.596217,4429425,10.60028459,4429427,2.502286,4429425,10.63978125
(13#)148,4447771,2.609820,4459451,2.657451,4444440,10.58652575,4444440,10.60220910,4451941,4.021914345,4.025494481,4444469,2.596314,4444440,10.71375841,4444469,2.502445,4444440,10.75322213
(13#)297/2,4469884,2.605726,4474469,2.657447,4459455,10.28576806,4459455,10.30768788,4466956,4.021545179,4.025439298,4459519,2.596411,4459455,10.41905906,4459519,2.502603,4459455,10.45849080
(13#)149,4475881,2.602272,4489483,2.657443,4476780,10.65516977,4476780,10.67147029,4481971,4.022334861,4.025416624,4474471,2.596506,4476780,10.77991186,4474471,2.502758,4476780,10.79970086
(13#)299/2,4499059,2.612312,4504457,2.657440,4489485,10.80830584,4489485,10.79849812,4496986,4.022733610,4.025465983,4489493,2.596601,4489485,10.90951658,4489493,2.502914,4489485,10.92973676
(13#)150,4512502,2.605336,4519499,2.657436,4516050,10.57851838,4516050,10.55850393,4512001,4.022844930,4.025425283,4504537,2.596696,4516050,10.66648213,4504537,2.503068,4516050,10.68333978
(13#)301/2,4520101,2.610048,4534501,2.657432,4519515,10.52533041,4519515,10.55903235,4527016,4.021995027,4.025434788,4519517,2.596790,4519515,10.66970208,4519517,2.503221,4519515,10.70900699
(13#)151,4540321,2.610081,4549537,2.657428,4542615,10.48291438,4542615,10.48084061,4542031,4.021579018,4.025409348,4534549,2.596883,4542615,10.58839603,4534549,2.503373,4542615,10.60576616
(13#)303/2,4562161,2.604160,4564559,2.657424,4555320,10.43725636,4555320,10.45181229,4557046,4.021623006,4.025401430,4549547,2.596976,4555320,10.55933984,4549547,2.503523,4555320,10.60038754
(13#)152,4568336,2.615511,4579567,2.657420,4564560,10.90288200,4564560,10.91390996,4572061,4.022721252,4.025413067,4564589,2.597068,4564560,11.02407084,4564589,2.503673,4564560,11.05271891
(13#)305/2,4593406,2.608216,4594589,2.657416,4579575,10.49703780,4579575,10.48227120,4587076,4.023290282,4.025398725,4579609,2.597160,4579575,10.59225674,4579609,2.503822,4579575,10.63143873
(17#)9,4602932,2.612112,4609597,2.657412,4594590,11.01339102,4594590,10.99472197,4602091,4.023233351,4.025412198,4594609,2.597251,4594590,11.10466541,4594609,2.503969,4594590,11.14001571
(13#)307/2,4621748,2.615499,4624603,2.657409,4614225,10.32741737,4609605,10.34133221,4617106,4.023138639,4.025401656,4609621,2.597341,4609605,10.45098194,4609621,2.504115,4609605,10.49010389
(13#)154,4638149,2.615785,4639633,2.657405,4624620,10.31353930,4624620,10.30752216,4632121,4.023986672,4.025392777,4624637,2.597431,4624620,10.41700551,4624637,2.504261,4624620,10.45609779
(13#)309/2,4642907,2.600257,4654649,2.657401,4639635,10.38546941,4639635,10.40956196,4647136,4.024708101,4.025361593,4639643,2.597520,4639635,10.51887997,4639643,2.504405,4639635,10.55794281
(13#)155,4657141,2.599418,4669627,2.657397,4654650,10.68469431,4654650,10.66292360,4662151,4.024509562,4.025387823,4654669,2.597609,4654650,10.77207725,4654669,2.504548,4654650,10.81109072
(13#)311/2,4674077,2.610601,4684661,2.657394,4669665,10.33725577,4669665,10.34083573,4677166,4.024328656,4.025372085,4669681,2.597697,4669665,10.44982603,4669681,2.504690,4669665,10.48883066
(13#)156,4687861,2.607950,4699691,2.657390,4684680,10.32333667,4684680,10.30746356,4692181,4.025347055,4.025342414,4684699,2.597785,4684680,10.41629148,4684699,2.504831,4684680,10.45526735
(13#)313/2,4710718,2.609368,4714691,2.657386,4699695,10.31513516,4699695,10.34059197,4707196,4.025943411,4.025370032,4699697,2.597872,4699695,10.44925850,4699697,2.504971,4699695,10.48820583
(13#)157,4729297,2.607043,4729693,2.657382,4714710,10.40334266,4714710,10.37393423,4722211,4.025480148,4.025331786,4714757,2.597959,4714710,10.48244032,4714757,2.505111,4714710,10.52135932
(13#)315/2,4734448,2.611760,4744711,2.657379,4729725,10.31407935,4729725,10.30742023,4737226,4.025829173,4.025394661,4729759,2.598045,4729725,10.41576687,4729759,2.505249,4729725,10.45465778
(13#)158,4749676,2.609849,4759753,2.657375,4744740,10.42812311,4744740,10.44126823,4752241,4.025604496,4.025306410,4744741,2.598131,4744740,10.54945634,4744741,2.505386,4744740,10.58831935
(13#)317/2,4765841,2.612665,4774769,2.657371,4762065,10.33811798,4762065,10.34920434,4767256,4.025124212,4.025308958,4759787,2.598216,4762065,10.45435762,4759787,2.505522,4762065,10.50043858
(13#)159,4785362,2.612487,4789783,2.657368,4774770,10.48437688,4774770,10.50948275,4782271,4.024685547,4.025368878,4774793,2.598301,4774770,10.61735666,4774793,2.505657,4774770,10.65616452
(13#)319/2,4792159,2.588525,4804799,2.657364,4789785,10.68893925,4789785,10.68911730,4797286,4.024504094,4.025304071,4789789,2.598385,4789785,10.79683551,4789789,2.505791,4789785,10.83536271
(13#)160,4818013,2.609266,4819813,2.657360,4804800,10.33630704,4804800,10.30734890,4812301,4.024618876,4.025338496,4804823,2.598468,4804800,10.41491230,4804823,2.505924,4804800,10.45366586
(13#)321/2,4824811,2.601355,4834829,2.657357,4819815,10.34739624,4819815,10.40549989,4827316,4.024711348,4.025281368,4819817,2.598551,4819815,10.51290942,4819817,2.506056,4819815,10.55163615
(13#)161,4837909,2.605804,4849843,2.657353,4834830,10.81410703,4834830,10.79814560,4842331,4.024713835,4.025285057,4834847,2.598634,4834830,10.90540235,4834847,2.506188,4834830,10.92486561
(19#)/2,4918721,2.600756,5105063,2.657294,4849845,11.62799825,4849845,11.64119356,4975835,4.024411754,4.025260031,4849861,2.598716,4849845,11.74843051,4849861,2.506318,4849845,11.81600099
(17#)10,5167067,2.597599,5360353,2.657237,5105100,10.97303266,5105100,10.99421436,5231170,4.023686727,4.025171345,5105101,2.600041,5105100,11.09899013,5105101,2.508398,5105100,11.13102617
(17#)21/2,5572393,2.607352,5615609,2.657184,5360355,10.99622825,5360355,10.99398182,5486498,4.022964162,4.025089924,5360359,2.601245,5360355,11.09652530,5360359,2.510243,5360355,11.12710733
(17#)11,5638274,2.605302,5870857,2.657133,5615610,11.01714111,5615610,10.99376161,5741819,4.023037671,4.025007380,5615629,2.602342,5615610,11.09426749,5615629,2.511885,5615610,11.12350768
(17#)23/2,5878723,2.605254,6126091,2.657085,5870865,11.54450968,5870865,11.51705495,5997134,4.023694375,4.024938066,5870881,2.603347,5870865,11.61569457,5870881,2.513347,5870865,11.65410665
(17#)12,6175451,2.603294,6381371,2.657039,6126120,10.95829981,6126120,10.99335334,6252445,4.023550826,4.024863025,6126139,2.604270,6126120,11.09027751,6126139,2.514649,6126120,11.11711769
(17#)25/2,6634582,2.604438,6636611,2.656996,6561555,11.42982677,6561555,11.43183220,6507751,4.022334722,4.024797895,6381379,2.605119,6561555,11.52600948,6381379,2.515809,6561555,11.55282477
(17#)13,6670333,2.604986,6891883,2.656954,6636630,10.98066604,6636630,10.99298213,6763053,4.021064077,4.024731042,6636661,2.605904,6636630,11.08686467,6636661,2.516843,6636630,11.11161439
(17#)27/2,6924206,2.610703,7147139,2.656913,6891885,10.95984173,6891885,10.99280847,7018352,4.022449893,4.024668295,6891887,2.606630,6891885,11.08533789,6891887,2.517763,6891885,11.10913817
(17#)14,7376626,2.610535,7402363,2.656875,7147140,10.98307933,7147140,10.99264193,7273647,4.023505405,4.024608055,7147169,2.607303,7147140,11.08391518,7147169,2.518580,7147140,11.10682129
(17#)29/2,7515967,2.611962,7657613,2.656838,7402395,11.42121537,7402395,11.39961102,7528940,4.022992598,4.024553059,7402399,2.607929,7402395,11.48971579,7402399,2.519303,7402395,11.50774779
(17#)15,7808617,2.611891,7912889,2.656802,7657650,10.98958001,7657650,10.99232835,7784231,4.023149444,4.024495409,7657679,2.608513,7657650,11.08134420,7657679,2.519942,7657650,11.10260694
(17#)31/2,8143934,2.607556,8168117,2.656767,7912905,11.33939488,7912905,11.37122102,8039519,4.023468173,4.024446366,7912907,2.609057,7912905,11.45922040,7912907,2.520503,7912905,11.47939859
(17#)16,8377064,2.615094,8423407,2.656734,8273265,11.32235425,8273265,11.31527384,8294805,4.023739626,4.024391172,8168161,2.609565,8273265,11.40182214,8168161,2.520993,8273265,11.41436581
(17#)33/2,8527412,2.609130,8678669,2.656702,8580495,11.19012985,8580495,11.17655382,8550090,4.024239679,4.024342894,8423419,2.610041,8580495,11.25917097,8423419,2.521418,8580495,11.27255279
(17#)17,8870593,2.615707,8933917,2.656671,8843835,11.28989879,8843835,11.28709838,8805372,4.023322672,4.024294714,8678671,2.610486,8843835,11.37178278,8678671,2.521783,8843835,11.38728317
(17#)35/2,9121549,2.613892,9189157,2.656640,8933925,10.95727078,8933925,10.99163805,9060653,4.022226405,4.024248307,8933927,2.610904,8933925,11.07618066,8933927,2.522092,8933925,11.09399737
(17#)18,9307022,2.615493,9444403,2.656611,9189180,10.99290802,9189180,10.99151340,9315933,4.022797450,4.024203171,9189181,2.611297,9189180,11.07532058,9189181,2.522350,9189180,11.09253774
(17#)37/2,9601418,2.616651,9699667,2.656583,9444435,11.31732022,9444435,11.30543243,9571211,4.022828740,4.024158907,9444437,2.611666,9444435,11.38854798,9444437,2.522560,9444435,11.40518452
(19#),9798904,2.616429,9954907,2.656556,9699690,11.63043167,9699690,11.63782117,9826488,4.022633789,4.024118855,9699713,2.612014,9699690,11.72029213,9699713,2.522726,9699690,11.74921280
