START,n_0,C_min,Npred_0,Cpred_min,n_1,C_max,Npred_1,Cpred_max,n_geom,C_avg,Cpred_avg,Align,CpredAlign
(17#)/2,259801,2.693910,262144,2.800899,255255,11.49947288,255255,11.58990092,262655,4.232086586,4.242699020,160.756979,2.705438
(13#)9,283903,2.691665,285283,2.799760,270270,10.76698583,270270,10.86249892,277676,4.227480986,4.241553621,166.807497,2.707502
(13#)19/2,299479,2.682900,300299,2.799061,285285,11.43251138,285285,11.49844070,292696,4.228919048,4.240511221,170.591295,2.708694
(13#)10,303904,2.684643,315313,2.798397,300300,10.83432888,300300,10.85692523,307715,4.230246548,4.239419375,174.272511,2.709795
(13#)21/2,316189,2.695075,330329,2.797777,315315,10.89622103,315315,10.85435353,322735,4.224164239,4.238499808,177.859581,2.710826
(13#)11,333934,2.687372,345329,2.797186,330330,10.86113245,330330,10.85194890,337754,4.223846063,4.237527758,181.354929,2.711784
(13#)23/2,352771,2.687174,360337,2.796621,345345,11.35139080,345345,11.36630865,352772,4.224835686,4.236670648,184.770083,2.712677
(13#)12,367261,2.692325,375373,2.796079,373065,11.17146670,373065,11.22845871,367790,4.224375634,4.235821984,188.114565,2.713514
(13#)25/2,383524,2.697450,390389,2.795560,375375,10.87046955,375375,10.84536906,382808,4.222182982,4.235036707,191.382369,2.714297
(13#)13,394369,2.696179,405401,2.795072,390390,10.75336897,390390,10.84335570,397826,4.224380236,4.234297996,194.581415,2.715043
(13#)27/2,409246,2.696437,420419,2.794601,405405,10.79877405,405405,10.84146286,412844,4.224903164,4.233550301,197.717688,2.715745
(13#)14,421276,2.696549,435427,2.794149,420420,10.83756260,420420,10.83963855,427861,4.223266710,4.232816114,200.791385,2.716408
(13#)29/2,448306,2.710361,450431,2.793712,435435,11.26985454,435435,11.23928681,442878,4.224690990,4.232195055,203.807023,2.717033
(13#)15,453949,2.701259,465463,2.793289,451605,11.03611562,451605,11.09978334,457895,4.223642974,4.231540159,206.773839,2.717626
(13#)31/2,477329,2.692752,480463,2.792882,465465,11.20869508,465465,11.20815926,472912,4.222107461,4.230880479,209.682709,2.718188
(13#)16,480967,2.701860,495491,2.792495,480480,10.89952914,480480,10.83297161,487929,4.219139424,4.230301218,212.547775,2.718731
(13#)33/2,495658,2.704691,510481,2.792113,504735,10.98755026,504735,11.01258007,502946,4.218308722,4.229696325,215.358793,2.719238
(17#),521068,2.702278,524288,2.791769,510510,11.53020044,510510,11.55198993,517963,4.219764823,4.229166484,217.908435,2.719681
(13#)35/2,535342,2.694373,540539,2.791390,525525,10.91249429,533715,10.88970219,532979,4.215467586,4.228579913,220.862962,2.720192
(13#)18,552583,2.707739,555523,2.791049,540540,10.79016795,540540,10.82718869,547996,4.216660367,4.228095268,223.544556,2.720640
(13#)37/2,562924,2.700983,570569,2.790716,555555,11.08147618,555555,11.13517415,563012,4.218661736,4.227552169,226.197894,2.721069
(13#)19,575074,2.707553,585581,2.790392,570570,11.43528249,570570,11.46131354,578028,4.217624251,4.227095763,228.807527,2.721479
(13#)39/2,597196,2.719362,600577,2.790078,596505,10.77231529,585585,10.82332136,593044,4.221576026,4.226591973,231.378259,2.721871
(13#)20,612022,2.699256,615607,2.789771,608685,10.91042972,608685,10.94586194,608061,4.219167439,4.226110077,233.919990,2.722249
(13#)41/2,627961,2.704537,630613,2.789479,615615,11.10023837,615615,11.09837247,623077,4.216285327,4.225651715,236.424185,2.722617
(13#)21,641764,2.705741,645641,2.789188,636405,10.88812517,636405,10.89004923,638093,4.218093300,4.225232320,238.899756,2.722965
(13#)43/2,651143,2.714979,660659,2.788910,645645,11.11743012,645645,11.08251995,653109,4.216758428,4.224785654,241.342549,2.723306
(13#)22,661378,2.712894,675643,2.788633,660660,10.81368667,660660,10.81757119,668125,4.215897834,4.224344422,243.749885,2.723627
(13#)45/2,676849,2.707465,690689,2.788367,680295,10.88137905,680295,10.86005285,683141,4.214365981,4.223934923,246.138132,2.723943
(13#)23,691816,2.696229,705689,2.788102,690690,11.28284046,690690,11.33048950,698157,4.215819815,4.223583299,248.491071,2.724241
(13#)47/2,712717,2.711910,720703,2.787849,705705,11.03263081,705705,11.05476219,713172,4.214169338,4.223162606,250.819122,2.724535
(13#)24,722341,2.717417,735733,2.787601,726495,10.82518507,726495,10.87488278,728188,4.215782375,4.222783231,253.123386,2.724819
(13#)49/2,750157,2.718731,750749,2.787359,746130,11.17781993,746130,11.19342087,743204,4.215906655,4.222407540,255.400084,2.725094
(13#)25,762766,2.709254,765763,2.787116,750750,10.78554167,750750,10.81155737,758220,4.217585267,4.222039510,257.651859,2.725353
(17#)3/2,767212,2.718867,780733,2.786884,765765,11.51487004,765765,11.53132523,773236,4.214285659,4.221688606,259.873265,2.725608
(13#)26,784864,2.715502,795793,2.786656,780780,10.82924359,780780,10.80971551,788251,4.213683717,4.221315960,262.084787,2.725857
(13#)53/2,798256,2.715503,810809,2.786438,795795,10.99476981,795795,11.02077123,803267,4.211929141,4.221008552,264.267315,2.726103
(13#)27,813091,2.709646,825821,2.786219,810810,10.76582252,810810,10.80798639,818283,4.212337349,4.220680091,266.427415,2.726335
(13#)55/2,827227,2.723557,840839,2.786004,825825,10.82132578,825825,10.80713831,833298,4.212197341,4.220361850,268.567134,2.726560
(13#)28,842383,2.721490,855851,2.785793,844305,10.82192787,844305,10.82369401,848314,4.212334055,4.219989656,270.685346,2.726779
(13#)57/2,867668,2.719625,870853,2.785587,855855,11.42633727,855855,11.44110616,863329,4.210740718,4.219691882,272.782078,2.726991
(13#)29,881446,2.717750,885883,2.785388,870870,11.17519203,870870,11.20486059,878345,4.210033012,4.219387767,274.863139,2.727201
(13#)59/2,891991,2.715980,900869,2.785189,885885,10.96435131,885885,10.99346079,893360,4.209495937,4.219140684,276.919102,2.727401
(13#)30,915253,2.707576,915911,2.784998,903210,11.05833032,903210,11.06595660,908376,4.210443809,4.218777850,278.964154,2.727601
(13#)61/2,922639,2.714421,930911,2.784805,915915,10.99174505,915915,10.98549480,923391,4.210551052,4.218522221,280.985412,2.727789
(13#)31,933458,2.722771,945943,2.784620,930930,11.16876686,930930,11.17412735,938407,4.212274029,4.218193670,282.993320,2.727977
(13#)63/2,954094,2.707340,960941,2.784435,945945,10.76519055,945945,10.80094016,953422,4.212021209,4.217933028,284.979493,2.728157
(13#)32,968911,2.720188,975967,2.784256,960960,10.77934669,960960,10.80021845,968438,4.213013678,4.217690629,286.952570,2.728335
(13#)65/2,990532,2.715933,990989,2.784076,975975,10.82347920,975975,10.79952592,983453,4.211362744,4.217392654,288.908707,2.728504
(13#)33,998287,2.720834,1006003,2.783903,990990,10.75348874,990990,10.79882776,998469,4.210757524,4.217111832,290.847785,2.728673
(13#)67/2,1007119,2.713696,1021019,2.783733,1009470,10.99430465,1009470,10.97948520,1013484,4.212659383,4.216841441,292.771474,2.728838
(17#)2,1030384,2.719654,1036027,2.783565,1021020,11.51638119,1021020,11.51732994,1028500,4.211703868,4.216638429,294.678858,2.728997
(13#)69/2,1045292,2.717688,1048576,2.783421,1036035,11.31360923,1036035,11.31098301,1043515,4.210662890,4.216348881,296.262246,2.729123
(13#)35,1052873,2.723598,1066063,2.783234,1051050,10.76917699,1051050,10.79619207,1058530,4.210391621,4.216110774,298.451643,2.729303
(13#)71/2,1074559,2.728568,1081079,2.783074,1066065,10.93335098,1066065,10.95201993,1073546,4.210786928,4.215850772,300.316167,2.729452
(13#)36,1093418,2.726444,1096079,2.782916,1081080,10.80027226,1081080,10.79494129,1088561,4.211226504,4.215626692,302.164730,2.729597
(13#)73/2,1109492,2.727534,1111091,2.782761,1096095,10.89956173,1096095,10.94636308,1103576,4.209830435,4.215398873,304.001082,2.729739
(13#)37,1114444,2.725505,1126093,2.782608,1111110,11.12635332,1119195,11.17434603,1118592,4.208561158,4.215103692,305.822815,2.729877
(13#)75/2,1135261,2.712789,1141139,2.782456,1138830,10.97281121,1138830,10.94364842,1133607,4.210056607,4.214924682,307.636717,2.730012
(13#)38,1151383,2.731348,1156151,2.782307,1141140,11.44436108,1141140,11.42740332,1148622,4.209475505,4.214709451,309.433639,2.730144
(13#)77/2,1168532,2.727386,1171133,2.782161,1156155,10.85195287,1156155,10.79197071,1163638,4.207951466,4.214475624,311.214399,2.730273
(13#)39,1174144,2.724530,1186181,2.782016,1171170,10.81701025,1171170,10.79140088,1178653,4.206678542,4.214234814,312.990612,2.730400
(13#)79/2,1200616,2.718360,1201183,2.781873,1186185,10.93395963,1186185,10.93098056,1193668,4.206858913,4.214031976,314.749274,2.730523
(13#)40,1204402,2.722110,1216213,2.781732,1201200,10.81564960,1201200,10.79028536,1208684,4.206623887,4.213820813,316.499317,2.730644
(13#)81/2,1228712,2.726148,1231229,2.781596,1217370,10.84635225,1217370,10.91372156,1223699,4.205915126,4.213618711,318.236059,2.730765
(13#)41,1238318,2.716586,1246243,2.781459,1231230,11.03866309,1231230,11.06585863,1238714,4.205870767,4.213381221,319.961128,2.730881
(13#)83/2,1251961,2.726792,1261259,2.781323,1246245,10.87791514,1246245,10.92187374,1253730,4.205524603,4.213209437,321.675195,2.730994
(13#)42,1265969,2.706811,1276271,2.781190,1272810,10.87023113,1272810,10.85826074,1268745,4.205732959,4.212947135,323.377784,2.731105
(17#)5/2,1276538,2.717333,1291271,2.781061,1276275,11.54086168,1276275,11.50681144,1283760,4.205493553,4.212812186,325.068205,2.731217
(13#)43,1294324,2.724163,1306289,2.780930,1291290,11.00245285,1291290,11.05023598,1298775,4.206649996,4.212562049,326.750027,2.731322
(13#)87/2,1307788,2.725882,1321319,2.780801,1306305,11.13122177,1306305,11.18613430,1313791,4.205782823,4.212447439,328.422734,2.731426
(13#)44,1327552,2.721881,1336333,2.780677,1322685,10.94808439,1322685,10.96374323,1328806,4.206673920,4.212188998,330.083397,2.731532
(13#)89/2,1344886,2.719893,1351327,2.780551,1336335,10.90475476,1336335,10.90962075,1343821,4.205962050,4.212011887,331.731789,2.731631
(13#)45,1360537,2.720300,1366349,2.780430,1354815,11.03174124,1354815,11.04754329,1358836,4.206860438,4.211827820,333.373351,2.731732
(13#)91/2,1367291,2.723954,1381349,2.780307,1366365,10.81031108,1366365,10.78468947,1373851,4.205118612,4.211621325,335.002781,2.731828
(13#)46,1385044,2.721107,1396393,2.780188,1381380,11.29925664,1381380,11.29774663,1388867,4.205109952,4.211478693,336.627391,2.731925
(13#)93/2,1403296,2.725260,1411387,2.780069,1396395,11.12129189,1396395,11.15560709,1403882,4.205364308,4.211283669,338.237195,2.732018
(13#)47,1412239,2.728905,1426393,2.779953,1411410,11.05226369,1411410,11.02291632,1418897,4.207569928,4.211076766,339.839038,2.732110
(13#)95/2,1427329,2.725786,1441439,2.779835,1426425,11.39871834,1426425,11.41712365,1433912,4.206850855,4.210953778,341.436012,2.732199
(13#)48,1444096,2.725336,1456451,2.779722,1452990,10.87420662,1452990,10.84365804,1448928,4.205386491,4.210743943,343.020405,2.732289
(13#)97/2,1470149,2.723868,1471447,2.779610,1456455,10.89321915,1456455,10.89543916,1463943,4.205265282,4.210597921,344.594303,2.732377
(13#)49,1473959,2.728227,1486451,2.779497,1471470,10.76136315,1471470,10.78149973,1478958,4.204199044,4.210402824,346.160371,2.732461
(13#)99/2,1500799,2.720761,1501499,2.779387,1492260,11.11662425,1492260,11.16140394,1493973,4.204261101,4.210246470,347.722457,2.732546
(13#)50,1512097,2.722303,1516513,2.779276,1514205,10.92410543,1514205,10.96146481,1508988,4.204483016,4.210040429,349.272587,2.732627
(13#)101/2,1524571,2.720972,1531499,2.779169,1516515,10.85283524,1516515,10.88910630,1524004,4.202953489,4.209899436,350.811562,2.732708
(17#)3,1540696,2.723631,1546537,2.779063,1531530,11.45415105,1531530,11.49845241,1539019,4.202986447,4.209785605,352.347703,2.732789
(13#)103/2,1559146,2.714945,1561559,2.778958,1546545,10.89010518,1546545,10.88611470,1554034,4.203649437,4.209563669,353.874155,2.732868
(13#)52,1563631,2.720486,1576571,2.778851,1561560,10.80647829,1561560,10.77898060,1569049,4.203623594,4.209424718,355.391671,2.732943
(13#)105/2,1576774,2.721655,1591589,2.778749,1576575,10.72977189,1576575,10.77856801,1584064,4.203743201,4.209244789,356.901985,2.733020
(13#)53,1599877,2.725090,1606603,2.778647,1591590,10.99381666,1591590,10.98950555,1599079,4.204832117,4.209167461,358.404206,2.733095
(13#)107/2,1608961,2.726585,1621619,2.778546,1606605,10.89134848,1606605,10.88041996,1614095,4.206149037,4.208924411,359.899045,2.733169
(13#)54,1625588,2.725489,1636627,2.778446,1621620,10.75426077,1621620,10.77738335,1629110,4.206001783,4.208807843,361.385620,2.733241
(13#)109/2,1651192,2.726353,1651621,2.778348,1636635,10.88817778,1636635,10.87771635,1644125,4.205960664,4.208667880,362.863459,2.733313
(13#)55,1664302,2.730072,1666657,2.778247,1651650,10.78278752,1651650,10.77661330,1659140,4.205075365,4.208509709,364.338163,2.733380
(13#)111/2,1667251,2.722464,1681679,2.778150,1666665,11.10544574,1666665,11.08411691,1674155,4.204364275,4.208353174,365.804321,2.733449
(13#)56,1693639,2.718244,1696693,2.778054,1681680,10.81401020,1688610,10.79319663,1689170,4.203637628,4.208205871,367.262634,2.733517
(13#)113/2,1704121,2.726094,1711687,2.777959,1708245,10.90945988,1708245,10.92595801,1704185,4.204620537,4.208044747,368.712051,2.733583
(13#)57,1720339,2.733698,1726693,2.777865,1711710,11.38032264,1711710,11.40893812,1719201,4.205383649,4.207945981,370.155767,2.733649
(13#)115/2,1731853,2.727102,1741723,2.777772,1726725,11.31489311,1726725,11.28782651,1734216,4.204436474,4.207778392,371.595001,2.733714
(13#)58,1750069,2.724857,1756747,2.777680,1741740,11.11284790,1741740,11.17343271,1749231,4.201805081,4.207642856,373.026961,2.733778
(13#)117/2,1765744,2.720193,1771751,2.777588,1763580,10.90049428,1763580,10.95131167,1764246,4.200659466,4.207487167,374.450418,2.733840
(13#)59,1775638,2.724874,1786781,2.777497,1771770,10.90034323,1771770,10.96267997,1779261,4.199601745,4.207368436,375.869817,2.733901
(17#)7/2,1796299,2.727206,1801781,2.777408,1786785,11.50874535,1786785,11.49153791,1794276,4.199582877,4.207262578,377.279958,2.733962
(13#)60,1807084,2.719154,1816813,2.777318,1806420,10.99094479,1806420,11.03505998,1809291,4.201536389,4.207030089,378.686751,2.734021
(13#)121/2,1827934,2.729977,1831811,2.777230,1826055,10.89130200,1826055,10.89623656,1824307,4.201164814,4.206971425,380.084101,2.734080
(13#)61,1844978,2.726073,1846843,2.777143,1831830,10.90261628,1831830,10.95486111,1839322,4.200960353,4.206829444,381.478422,2.734139
(13#)123/2,1858867,2.722198,1861859,2.777056,1846845,11.01666588,1846845,11.04814465,1854337,4.201751680,4.206717354,382.865144,2.734195
(13#)62,1872394,2.726872,1876859,2.776972,1865325,11.15031576,1865325,11.15170709,1869352,4.202593814,4.206547680,384.244363,2.734253
(13#)125/2,1878493,2.729469,1891889,2.776887,1876875,10.74480657,1876875,10.77127962,1884367,4.201611910,4.206434244,385.620373,2.734309
(13#)63,1897624,2.721163,1906889,2.776802,1891890,10.76298938,1891890,10.77094870,1899382,4.200818118,4.206321196,386.987755,2.734363
(13#)127/2,1907704,2.727417,1921919,2.776718,1906905,10.83522893,1906905,10.85678615,1914397,4.201690751,4.206148259,388.352049,2.734416
(13#)64,1930939,2.732325,1936889,2.776636,1921920,10.73319812,1921920,10.77029590,1929412,4.201766335,4.206063713,389.705174,2.734470
(13#)129/2,1941469,2.730351,1951949,2.776553,1936935,10.98568280,1936935,11.03265620,1944428,4.201195707,4.205940055,391.060740,2.734522
(13#)65,1954412,2.735814,1966963,2.776473,1951950,10.76838508,1951950,10.76965408,1959443,4.201356019,4.205783870,392.406548,2.734575
(13#)131/2,1981834,2.730955,1981963,2.776392,1966965,10.85477697,1966965,10.85282878,1974458,4.202008067,4.205705734,393.745565,2.734625
(13#)66,1988632,2.729040,1996979,2.776312,1981980,10.76852341,1981980,10.76903087,1989473,4.200577288,4.205534462,395.080534,2.734675
(13#)133/2,2002307,2.722427,2012009,2.776232,1996995,11.41683656,1996995,11.40217345,2004488,4.199669910,4.205442591,396.411323,2.734724
(13#)67,2012611,2.724440,2027023,2.776155,2018940,10.94352295,2018940,10.94925405,2019503,4.200722344,4.205316026,397.735341,2.734775
(13#)135/2,2029351,2.725225,2042039,2.776077,2040885,10.78704980,2040885,10.81151072,2034518,4.201066767,4.205199371,399.054242,2.734823
(17#)4,2047114,2.729384,2057053,2.775999,2042040,11.51071449,2042040,11.48566043,2049533,4.201279775,4.205112061,400.367737,2.734870
(13#)137/2,2064379,2.726079,2072053,2.775922,2057055,10.83106945,2057055,10.84726432,2064548,4.199977895,4.204935867,401.674841,2.734916
(13#)69,2079739,2.725196,2087081,2.775847,2072070,11.26402392,2072070,11.27992934,2079563,4.199815774,4.204868805,402.979266,2.734964
(13#)139/2,2098952,2.733566,2097152,2.775794,2087085,10.85182278,2087085,10.84550660,2094579,4.200298727,4.204732803,403.850587,2.734992
(13#)70,2111236,2.732502,2117099,2.775695,2102100,10.74068315,2102100,10.76662085,2109594,4.200698027,4.204638270,405.569705,2.735053
(13#)141/2,2123806,2.728540,2132129,2.775622,2117115,10.95897494,2117115,11.00558027,2124609,4.199929067,4.204521360,406.859279,2.735099
(13#)71,2140441,2.725924,2147137,2.775548,2132130,10.89930122,2132130,10.92207502,2139624,4.199432740,4.204380652,408.142072,2.735142
(13#)143/2,2148448,2.728640,2162137,2.775476,2147145,10.75003258,2147145,10.76575747,2154639,4.198589464,4.204295028,409.419349,2.735186
(13#)72,2162191,2.726269,2177167,2.775403,2162160,10.77735766,2162160,10.76547127,2169654,4.198191934,4.204170574,410.694386,2.735229
(13#)145/2,2179921,2.726283,2192161,2.775331,2177175,11.11851623,2177175,11.16390591,2184669,4.197570736,4.204059082,411.961638,2.735271
(13#)73,2205706,2.732240,2207203,2.775260,2192190,10.89134733,2204475,10.94198701,2199684,4.197474632,4.203979359,413.228249,2.735313
(13#)147/2,2210389,2.726855,2222219,2.775189,2207205,10.70348138,2207205,10.76464082,2214699,4.198150805,4.203817403,414.488027,2.735354
(13#)74,2223541,2.729842,2237219,2.775119,2222220,11.05849411,2222220,11.07191623,2229714,4.199626183,4.203778779,415.741879,2.735395
(13#)149/2,2248084,2.731893,2252233,2.775049,2238390,11.16058695,2238390,11.14397683,2244729,4.199998150,4.203626672,416.992360,2.735435
(13#)75,2252732,2.728165,2267263,2.774981,2258025,11.02775505,2258025,11.02569443,2259745,4.199471398,4.203532134,418.239671,2.735476
(13#)151/2,2267977,2.732545,2282257,2.774911,2277660,10.89059008,2277660,10.91396643,2274760,4.198260958,4.203427197,419.479550,2.735514
(13#)76,2284624,2.729237,2297291,2.774844,2282280,11.39271763,2282280,11.39642122,2289775,4.198714012,4.203336960,420.718326,2.735554
(17#)9/2,2310019,2.730833,2312293,2.774775,2297295,11.47885795,2297295,11.48056117,2304790,4.198790736,4.203224419,421.950108,2.735590
(13#)77,2322961,2.732496,2327323,2.774709,2312310,10.75280411,2312310,10.76276001,2319805,4.198521705,4.203101369,423.179866,2.735629
(13#)155/2,2341162,2.729397,2342309,2.774642,2327325,11.09251939,2327325,11.13362387,2334820,4.197782059,4.203052321,424.401761,2.735666
(13#)78,2355079,2.734667,2357353,2.774576,2342340,10.72146298,2342340,10.76224069,2349835,4.198858458,4.202912975,425.624144,2.735704
(13#)157/2,2365453,2.732138,2372369,2.774509,2357355,10.83593190,2357355,10.83141950,2364850,4.198738946,4.202819252,426.840057,2.735739
(13#)79,2378122,2.724636,2387383,2.774445,2372370,10.89937393,2372370,10.90149126,2379865,4.198412044,4.202693724,428.051659,2.735776
(13#)159/2,2397011,2.728957,2402383,2.774379,2387385,10.95620513,2387385,10.97248804,2394880,4.197505877,4.202639681,429.258027,2.735810
(13#)80,2417347,2.732538,2417399,2.774316,2415105,10.77276900,2415105,10.79166987,2409895,4.197602994,4.202514157,430.461615,2.735847
(13#)161/2,2425117,2.728715,2432429,2.774251,2417415,11.27301084,2417415,11.27340437,2424910,4.197606527,4.202420627,431.662288,2.735880
(13#)81,2439314,2.736460,2447437,2.774188,2434740,10.85053507,2434740,10.88437663,2439925,4.198027144,4.202356051,432.857212,2.735915
(13#)163/2,2448106,2.732740,2462443,2.774126,2447445,10.83014154,2447445,10.82731716,2454941,4.199116888,4.202231642,434.048027,2.735950
(13#)82,2473444,2.723779,2477471,2.774062,2462460,10.99134783,2462460,11.03614343,2469956,4.198933117,4.202143864,435.236666,2.735982
(13#)165/2,2485981,2.735997,2492461,2.774001,2477475,10.74142669,2477475,10.75999341,2484971,4.199400883,4.202042807,436.418427,2.736016
(13#)83,2503822,2.734057,2507489,2.773939,2492490,10.88947885,2492490,10.89259104,2499986,4.199878605,4.201952871,437.599337,2.736049
(13#)167/2,2516044,2.724987,2522503,2.773877,2507505,10.80984396,2507505,10.82472688,2515001,4.199185785,4.201848791,438.775336,2.736081
(13#)84,2522974,2.733513,2537527,2.773817,2523675,10.94952678,2523675,10.94008711,2530016,4.198821945,4.201782399,439.948342,2.736114
(13#)169/2,2539228,2.730720,2552531,2.773757,2545620,10.82473215,2545620,10.82923351,2545031,4.198829604,4.201636513,441.116049,2.736146
(17#)5,2560562,2.727542,2567557,2.773695,2552550,11.47041625,2552550,11.47606301,2560046,4.198320273,4.201594177,442.281760,2.736175
(13#)171/2,2582446,2.730012,2582551,2.773636,2567565,11.39743509,2567565,11.39142920,2575061,4.198521411,4.201489521,443.441323,2.736207
(13#)86,2590972,2.731842,2597591,2.773577,2582580,10.98646528,2582580,11.02074084,2590076,4.197874436,4.201424124,444.600797,2.736238
(13#)173/2,2602333,2.732769,2612549,2.773518,2611455,11.12076950,2611455,11.13759430,2605091,4.197837454,4.201284781,445.750360,2.736268
(13#)87,2623228,2.730931,2627617,2.773459,2612610,11.10447437,2612610,11.15632137,2620106,4.198220049,4.201264094,446.904789,2.736297
(13#)175/2,2640893,2.720423,2642639,2.773402,2627625,10.72830458,2627625,10.75765624,2635121,4.198603327,4.201137303,448.052142,2.736328
(13#)88,2653489,2.723771,2657651,2.773344,2645370,10.95710451,2645370,10.93456938,2650136,4.198194785,4.201004405,449.195220,2.736357
(13#)177/2,2661104,2.736288,2672639,2.773286,2657655,10.97144964,2657655,10.94593280,2665151,4.198152668,4.200996616,450.332997,2.736385
(13#)89,2679179,2.733075,2687677,2.773229,2672670,10.89448002,2672670,10.88062599,2680166,4.197983856,4.200851728,451.471114,2.736414
(13#)179/2,2700316,2.731947,2702681,2.773173,2687685,10.82138929,2687685,10.81753558,2695182,4.198190464,4.200795141,452.603237,2.736443
(13#)90,2704981,2.734200,2717713,2.773117,2709630,11.02753364,2709630,11.01823720,2710197,4.197752360,4.200689526,453.734076,2.736472
(13#)181/2,2719676,2.735143,2732701,2.773060,2717715,10.83423525,2717715,10.81641848,2725212,4.197852344,4.200594101,454.858248,2.736498
(13#)91,2737346,2.732388,2747713,2.773004,2732730,10.74955390,2732730,10.75610540,2740227,4.197695533,4.200574480,455.980889,2.736525
(13#)183/2,2755184,2.731767,2762759,2.772949,2747745,10.90975243,2747745,10.93819426,2755242,4.197295640,4.200436264,457.102756,2.736553
(13#)92,2769259,2.730243,2777771,2.772895,2762760,11.23583330,2762760,11.26785267,2770257,4.196502448,4.200350456,458.218806,2.736581
(13#)185/2,2792032,2.727697,2792773,2.772840,2777775,11.03967478,2777775,11.06276471,2785272,4.196174422,4.200297417,459.330866,2.736607
(13#)93,2799094,2.731666,2807789,2.772785,2792790,11.10812018,2792790,11.12612555,2800287,4.196062163,4.200180635,460.440739,2.736632
(17#)11/2,2815979,2.732060,2822819,2.772731,2807805,11.48668844,2807805,11.47204229,2815302,4.195798351,4.200133681,461.548444,2.736658
(13#)94,2827366,2.728937,2837803,2.772678,2822820,10.98916139,2822820,10.99382737,2830317,4.194939964,4.200040679,462.649595,2.736685
(13#)189/2,2841442,2.730762,2852849,2.772624,2847075,10.90588350,2847075,10.90497086,2845332,4.194855322,4.199935579,463.752149,2.736710
(13#)95,2854261,2.738113,2867861,2.772572,2852850,11.40793143,2852850,11.38703085,2860347,4.195640145,4.199860456,464.849089,2.736736
(13#)191/2,2877871,2.725575,2882863,2.772519,2867865,10.79588479,2867865,10.81111402,2875362,4.195396049,4.199819103,465.942207,2.736760
(13#)96,2894462,2.735003,2897893,2.772467,2882880,10.74640849,2882880,10.75400962,2890377,4.194520260,4.199751768,467.034292,2.736786
(13#)193/2,2906749,2.733072,2912893,2.772414,2905980,10.77598080,2905980,10.81514618,2905392,4.194354250,4.199604449,468.121153,2.736809
(13#)97,2915596,2.731213,2927917,2.772362,2912910,10.80203678,2912910,10.86679614,2920407,4.194020377,4.199566481,469.206731,2.736833
(13#)195/2,2936938,2.728678,2942909,2.772311,2927925,10.73433961,2927925,10.75340033,2935422,4.193840460,4.199469058,470.287005,2.736857
(13#)98,2943406,2.733592,2957947,2.772260,2942940,10.74800169,2942940,10.75320108,2950437,4.194799619,4.199383302,471.367614,2.736881
(13#)197/2,2970467,2.728773,2972969,2.772209,2957955,10.79237144,2957955,10.80814688,2965452,4.195877111,4.199343648,472.444118,2.736905
(13#)99,2980189,2.726434,2987983,2.772158,2984520,11.09938963,2984520,11.13216268,2980468,4.195629254,4.199232351,473.517121,2.736927
(13#)199/2,2995823,2.732975,3002981,2.772108,2987985,10.80796330,2987985,10.80719235,2995483,4.194891174,4.199198270,474.586080,2.736951
(13#)100,3009436,2.729810,3018013,2.772058,3003000,10.72895596,3003000,10.75241566,3010498,4.195339437,4.199075029,475.654576,2.736974
(13#)201/2,3025816,2.730261,3033011,2.772009,3028410,10.91529433,3028410,10.93279627,3025513,4.194679103,4.199008842,476.717797,2.736997
(13#)101,3047908,2.733747,3048043,2.771959,3043425,10.87477700,3043425,10.87548216,3040528,4.194382717,4.198935078,477.780587,2.737019
(13#)203/2,3054736,2.731666,3063059,2.771910,3048045,11.11958637,3048045,11.15005410,3055543,4.194450594,4.198858306,478.839426,2.737041
(17#)6,3069361,2.731734,3078073,2.771861,3063060,11.45597573,3063060,11.46842361,3070558,4.194369771,4.198821455,479.895328,2.737063
(13#)205/2,3086032,2.726326,3093071,2.771813,3078075,11.05905202,3078075,11.02713613,3085573,4.194660734,4.198745390,480.947335,2.737085
(13#)103,3101026,2.730907,3108103,2.771764,3093090,10.87275487,3093090,10.85771720,3100588,4.194160434,4.198603971,481.998970,2.737106
(13#)207/2,3114274,2.726153,3123091,2.771716,3108105,11.26475504,3108105,11.26303785,3115603,4.193716332,4.198572056,483.044798,2.737127
(13#)104,3137863,2.728794,3138131,2.771668,3123120,10.71258234,3123120,10.75089483,3130618,4.193854150,4.198514770,484.091537,2.737148
(13#)209/2,3139069,2.732167,3153149,2.771621,3138135,11.38008759,3138135,11.38310404,3145633,4.194671814,4.198436259,485.134048,2.737170
(13#)105,3155248,2.727833,3168119,2.771573,3161235,11.02588325,3161235,11.01207428,3160648,4.195503755,4.198364961,486.170565,2.737189
(13#)211/2,3174664,2.733715,3183179,2.771526,3168165,10.81797860,3182025,10.82043370,3175663,4.195071764,4.198281356,487.210652,2.737210
(13#)106,3195646,2.734447,3198191,2.771479,3183180,10.97180836,3183180,10.96094553,3190678,4.193911755,4.198205705,488.244786,2.737230
(13#)213/2,3203656,2.733847,3213163,2.771433,3198195,10.91394452,3198195,10.90577322,3205693,4.193527549,4.198148080,489.273560,2.737251
(13#)107,3221641,2.726471,3228223,2.771386,3213210,10.84021457,3213210,10.85217443,3220708,4.193133037,4.198076184,490.305776,2.737270
(13#)215/2,3235846,2.731798,3243239,2.771340,3228225,10.96528856,3228225,11.01180136,3235723,4.192994728,4.197984297,491.332394,2.737290
